gene_name	Coordinates
ANKRD55	5:56099679-56233330
ANKRD6	6:89433151-89633834
ANKRD60	20:58218494-58228653
ANKRD61	7:6031375-6036552
ANKRD62	18:12093842-12129764
ANKRD62P1-PARP4P3	22:16654065-16675540
ANKRD63	15:40281443-40282586
ANKRD65	1:1418419-1421769
ANKRD66	6:46746916-46759506
ANKRD7	7:118214668-118496171
ANKRD9	14:102501766-102509799
ANKS1A	6:34889254-35091406
ANKS1B	12:98726456-99984654
ANKS3	16:4696509-4734378
ANKS4B	16:21233698-21253850
ANKS6	9:98731328-98796965
ANKUB1	3:149761099-149968385
ANKZF1	2:219229782-219236679
ANLN	7:36389820-36453791
ANO1	11:70078301-70189528
ANO10	3:43354858-43691594
ANO2	12:5531868-5946232
ANO3	11:26188841-26663289
ANO3-AS1	11:26285577-26331289
ANO5	11:21799933-22283357
ANO6	12:45215986-45440404
ANO7	2:241188508-241225377
ANO8	19:17323222-17334855
ANO9	11:417932-442011
ANOS1	X:8528873-8732137
ANP32A	15:68778534-68820897
ANP32A-IT1	15:68803820-68807101
ANP32AP1	15:35181798-35238197
ANP32B	9:97983340-98015943
ANP32C	4:164197006-164197711
ANP32D	12:48472558-48473622
ANP32E	1:150218416-150236156
ANPEP	15:89784894-89815401
ANTKMT	16:720580-722590
ANTXR1	2:69013177-69249327
ANTXR2	4:79901145-80125454
ANTXRL	10:46286344-46330207
ANTXRLP1	10:46233884-46273557
ANXA1	9:73151864-73170393
ANXA10	4:168092536-168187736
ANXA11	10:80150888-80205572
ANXA13	8:123680793-123737402
ANXA2	15:60347133-60402883
ANXA2P1	4:153307791-153308717
ANXA2P2	9:33624273-33625293
ANXA2P3	10:64825571-64826579
ANXA2R	5:43039080-43043170
ANXA3	4:78551746-78610451
ANXA4	2:69644424-69827112
ANXA5	4:121667945-121696995
ANXA6	5:151100705-151157785
ANXA7	10:73375100-73414076
ANXA8	10:47460161-47484158
ANXA8L1	10:46375626-46391784
ANXA9	1:150982248-150995634
AOAH	7:36512940-36724549
AOAH-IT1	7:36597833-36600120
AOC1	7:150824626-150861504
AOC2	17:42844579-42850707
AOC3	17:42851183-42858130
AOC4P	17:42865921-42874369
AOPEP	9:94726700-95087218
AOX1	2:200586013-200677064
AOX3P-AOX2P	2:200695722-200748040
AP1AR	4:112231739-112273110
AP1B1	22:29327679-29423179
AP1B1P1	22:32121976-32133469
AP1G1	16:71728999-71809201
AP1G2	14:23559564-23568070
AP1M1	19:16197577-16245907
AP1M2	19:10572670-10587315
AP1S1	7:101154455-101161596
AP1S2	X:15825805-15854931
AP1S3	2:223751685-223838027
AP2A1	19:49766967-49807113
AP2A2	11:924893-1012245
AP2B1	17:35578045-35726413
AP2M1	3:184174688-184184091
AP2S1	19:46838135-46850846
AP3B1	5:78002325-78294698
AP3B2	15:82659280-82709946
AP3D1	19:2100987-2164468
AP3M1	10:74120254-74151063
AP3M2	8:42152945-42171673
AP3S1	5:115841591-115914081
AP3S2	15:89830598-89894638
AP4B1	1:113894193-113905201
AP4B1-AS1	1:113856634-113901237
AP4E1	15:50908671-51005895
AP4M1	7:100101548-100110345
AP4S1	14:31025105-31130996
AP5B1	11:65773897-65780976
AP5M1	14:57268923-57298742
AP5S1	20:3820523-3828838
AP5Z1	7:4775614-4794397
APAF1	12:98645289-98735433
APBA1	9:69427531-69672371
APBA2	15:28884482-29118315
APBA3	19:3750771-3761692
APBB1	11:6395123-6419414
APBB1IP	10:26438340-26567803
APBB2	4:40810026-41216714
APBB3	5:140558267-140564781
APC	5:112707497-112846239
APC2	19:1446301-1473244
APCDD1	18:10454634-10489949
APCDD1L	20:58459100-58515399
APCDD1L-DT	20:58515378-58619888
APCS	1:159587825-159588865
APEH	3:49674013-49683971
APELA	4:164877177-164898965
APEX1	14:20455190-20457772
APEX2	X:55000362-55009057
APH1A	1:150265398-150269580
APH1B	15:63276017-63309126
API5	11:43311962-43344529
APIP	11:34853093-34916379
APLF	2:68467571-68655862
APLN	X:129645258-129654956
APLNR	11:57233576-57237314
APLP1	19:35867898-35879792
APLP2	11:130068146-130144811
APMAP	20:24962924-24992751
APOA1	11:116835750-116837950
APOA1-AS	11:116836116-116856018
APOA2	1:161222291-161223631
APOA4	11:116820699-116823304
APOA5	11:116789366-116792420
APOB	2:21001428-21044073
APOBEC1	12:7649399-7665908
APOBEC2	6:41053303-41064511
APOBEC3A	22:38952740-38992778
APOBEC3A_B	22:38957521-38992778
APOBEC3B	22:38982346-38992804
APOBEC3B-AS1	22:38991558-38998209
APOBEC3C	22:39014256-39020352
APOBEC3D	22:39021112-39033277
APOBEC3F	22:39040603-39055972
APOBEC3G	22:39077066-39087743
APOBEC3H	22:39097223-39104067
APOBEC4	1:183646274-183653316
APOBR	16:28494642-28498970
APOC1	19:44914246-44919349
APOC1P1	19:44926803-44931386
APOC2	19:44946034-44949565
APOC3	11:116829705-116833072
APOC4	19:44942236-44945496
APOC4-APOC2	19:44942237-44949565
APOD	3:195568704-195584033
APOE	19:44905790-44909393
APOF	12:56360567-56362857
APOH	17:66212032-66256525
APOL1	22:36253070-36267530
APOL2	22:36226208-36239954
APOL3	22:36140329-36166177
APOL4	22:36189123-36204840
APOL5	22:35717871-35729483
APOL6	22:35648445-35668404
APOLD1	12:12725916-12829975
APOO	X:23833352-23907938
APOOL	X:85003876-85093316
APOOP5	16:59709992-59755026
APP	21:25880549-26171128
APPBP2	17:60443157-60526242
APPL1	3:57227725-57278105
APPL2	12:105173296-105236203
APRT	16:88809338-88811937
APTR	7:77657658-77696267
APTX	9:32886600-33025130
AQP1	7:30911693-30925517
AQP10	1:154321089-154325325
AQP11	11:77589390-77610356
AQP12A	2:240691850-240698483
AQP12B	2:240676417-240682906
AQP2	12:49950740-49958881
AQP3	9:33441155-33447596
AQP4	18:26852042-26865771
AQP4-AS1	18:26655736-27190698
AQP5	12:49961871-49965682
AQP6	12:49967193-49977139
AQP7	9:33383178-33402682
AQP7P1	9:63317066-63333091
AQP7P3	9:65878765-65894790
AQP8	16:25215730-25228932
AQP9	15:58138168-58185911
AQR	15:34851781-34969742
AR	X:67544020-67730619
ARAF	X:47561099-47571920
ARAP1	11:72685068-72793599
ARAP1-AS2	11:72700473-72705607
ARAP2	4:35948220-36244514
ARAP3	5:141653400-141682230
ARC	8:142611048-142614479
ARCN1	11:118572389-118603033
AREG	4:74445135-74455005
AREL1	14:74653436-74713108
ARF1	1:228082659-228099212
ARF3	12:48935722-48957487
ARF4	3:57571362-57598220
ARF4-AS1	3:57597530-57600927
ARF5	7:127588385-127591700
ARF6	14:49893081-49897054
ARFGAP1	20:63272784-63289790
ARFGAP2	11:47164298-47177125
ARFGAP3	22:42796501-42858106
ARFGEF1	8:67173510-67343781
ARFGEF2	20:48921710-49036693
ARFGEF3	6:138161938-138344663
ARFIP1	4:152779936-152918463
ARFIP2	11:6474682-6481479
ARFRP1	20:63698641-63708025
ARG1	6:131470831-131584332
ARG2	14:67619919-67651708
ARGFX	3:121567948-121590622
ARGFXP2	17:32150432-32151504
ARGLU1	13:106541672-106568137
ARHGAP1	11:46677079-46700619
ARHGAP10	4:147732062-148072776
ARHGAP12	10:31805397-31928876
ARHGAP15	2:143091361-143768352
ARHGAP17	16:24919388-25015666
ARHGAP18	6:129576131-129710177
ARHGAP19	10:97222172-97292673
ARHGAP19-SLIT1	10:97153044-97292637
ARHGAP20	11:110577041-110713189
ARHGAP21	10:24583608-24723887
ARHGAP22	10:48446033-48656265
ARHGAP22-IT1	10:48510524-48511589
ARHGAP23	17:38419279-38512385
ARHGAP24	4:85475149-86002668
ARHGAP25	2:68679600-68826833
ARHGAP26	5:142770376-143229011
ARHGAP26-AS1	5:142859603-142868922
ARHGAP26-IT1	5:143192499-143194166
ARHGAP27P1	17:64778138-64781504
ARHGAP27P1-BPTFP1-KPNA2P3	17:64749662-64781707
ARHGAP27P2	17:68198920-68199596
ARHGAP28	18:6729717-6915716
ARHGAP29	1:94148987-94275068
ARHGAP30	1:161046945-161069970
ARHGAP31	3:119294382-119420714
ARHGAP31-AS1	3:119314292-119322760
ARHGAP32	11:128965059-129279324
ARHGAP33	19:35774531-35788822
ARHGAP35	19:46860996-47005077
ARHGAP36	X:131058345-131089885
ARHGAP39	8:144529178-144605816
ARHGAP4	X:153907366-153934999
ARHGAP40	20:38601933-38651035
ARHGAP42	11:100687287-100993941
ARHGAP42-AS1	11:100684162-100687955
ARHGAP44	17:12789497-12991643
ARHGAP45	19:1065922-1086628
ARHGAP5	14:32076113-32159728
ARHGAP5-AS1	14:32074945-32076793
ARHGAP6	X:11117650-11665920
ARHGAP8	22:44752557-44862788
ARHGAP9	12:57472263-57488814
ARHGDIA	17:81867720-81871378
ARHGDIB	12:14942030-14961728
ARHGDIG	16:280449-283010
ARHGEF1	19:41883172-41930150
ARHGEF10	8:1823925-1958641
ARHGEF10L	1:17539697-17697874
ARHGEF11	1:156934839-157045370
ARHGEF12	11:120336412-120489937
ARHGEF15	17:8310240-8322514
ARHGEF16	1:3454664-3481113
ARHGEF17	11:73308275-73369388
ARHGEF18	19:7395112-7472484
ARHGEF19	1:16197853-16212652
ARHGEF2	1:155946850-156007070
ARHGEF25	12:57610179-57617245
ARHGEF26	3:154121002-154257827
ARHGEF26-AS1	3:154024400-154121347
ARHGEF28	5:73626157-73941993
ARHGEF3	3:56727417-57079329
ARHGEF33	2:38889840-38975449
ARHGEF34P	7:144272444-144286966
ARHGEF37	5:149551946-149634968
ARHGEF38	4:105552619-105708093
ARHGEF38-IT1	4:105561590-105570238
ARHGEF39	9:35658874-35675866
ARHGEF3-AS1	3:56940039-56960854
ARHGEF4	2:130836915-131047263
ARHGEF40	14:21070272-21090248
ARHGEF5	7:144355287-144380632
ARHGEF6	X:136665546-136780932
ARHGEF7	13:111114558-111305737
ARHGEF7-AS1	13:111144304-111144733
ARHGEF7-AS2	13:111113811-111115678
ARHGEF9	X:63634966-63809274
ARHGEF9-IT1	X:63670195-63671502
ARID1A	1:26693235-26782104
ARID1B	6:156776019-157210779
ARID2	12:45729705-45908040
ARID3A	19:925780-975939
ARID3B	15:74541176-74598131
ARID3C	9:34621378-34628086
ARID4A	14:58298503-58373887
ARID4B	1:235131633-235328219
ARID5A	2:96536742-96552634
ARID5B	10:61901683-62096944
ARIH1	15:72474329-72602987
ARIH2	3:48918820-48986382
ARIH2OS	3:48917781-48919385
ARL1	12:101393115-101407772
ARL10	5:176365486-176401865
ARL11	13:49628506-49633872
ARL13A	X:100969707-100990831
ARL13B	3:93980138-94055678
ARL14	3:160677159-160678448
ARL14EP	11:30323103-30338223
ARL14EPL	5:116032323-116060118
ARL15	5:53883941-54310582
ARL16	17:81681173-81683924
ARL17A	17:46516701-46579691
ARL2	11:65014159-65022184
ARL2BP	16:57245258-57253635
ARL2-SNX15	11:65014181-65040570
ARL3	10:102673730-102714397
ARL4A	7:12686855-12690958
ARL4C	2:234493040-234497081
ARL4D	17:43398992-43401137
ARL5A	2:151788983-151828492
ARL5B	10:18659430-18681639
ARL5C	17:39156893-39167484
ARL6	3:97764520-97801229
ARL6IP1	16:18791668-18801572
ARL6IP4	12:122980059-122982913
ARL6IP5	3:69084936-69106092
ARL6IP6	2:152717892-152762396
ARL8A	1:202133403-202144743
ARL8B	3:5122244-5180912
ARL9	4:56505208-56524959
ARLNC1	16:80826073-80892682
ARMC1	8:65602457-65634217
ARMC10	7:103074880-103099759
ARMC12	6:35737031-35749079
ARMC2	6:108848415-108974476
ARMC2-AS1	6:108922975-108924103
ARMC3	10:22928023-23038523
ARMC4	10:27775185-27999079
ARMC4P1	10:27258761-27288824
ARMC5	16:31458079-31467166
ARMC6	19:19033574-19060311
ARMC7	17:75109951-75130272
ARMC8	3:138187247-138298384
ARMC9	2:231198545-231374837
ARMCX1	X:101550546-101554700
ARMCX2	X:101655280-101659850
ARMCX3	X:101622796-101627843
ARMCX4	X:101418286-101533459
ARMCX5	X:102599167-102604159
ARMCX5-GPRASP2	X:102599511-102714671
ARMCX6	X:101615117-101618001
ARMH1	1:44674691-44725591
ARMH2	6:24797334-24798917
ARMH3	10:101845598-102056193
ARMH4	14:57999734-58298139
ARMS2	10:122454652-122457352
ARMT1	6:151452257-151470101
ARNT	1:150809712-150876708
ARNT2	15:80404349-80597933
ARNTL	11:13276651-13387266
ARNTL2	12:27332853-27425289
ARNTL2-AS1	12:27389788-27446625
ARPC1A	7:99325897-99366262
ARPC1B	7:99374248-99394816
ARPC2	2:218217140-218254356
ARPC3	12:110434822-110450422
ARPC4	3:9792494-9807726
ARPC4-TTLL3	3:9793081-9835401
ARPC5	1:183620845-183635783
ARPC5L	9:124862129-124877733
ARPIN	15:89895005-89912952
ARPIN-AP3S2	15:89834307-89912882
ARPP19	15:52547044-52569883
ARPP21	3:35638944-35794496
ARR3	X:70268304-70281840
ARRB1	11:75260121-75351705
ARRB2	17:4710595-4721499
ARRDC1	9:137605684-137615360
ARRDC1-AS1	9:137615331-137618906
ARRDC2	19:18001131-18014102
ARRDC3	5:91368630-91383317
ARRDC3-AS1	5:91380348-91612566
ARRDC4	15:97960702-97973833
ARRDC5	19:4890436-4902896
ARSA	22:50622753-50628173
ARSB	5:78777208-78986087
ARSD	X:2903971-2929349
ARSD-AS1	X:2904903-2906081
ARSF	X:3041470-3112727
ARSG	17:68259181-68422731
ARSH	X:3006545-3034111
ARSI	5:150296342-150339307
ARSJ	4:113900283-113979727
ARSK	5:95555100-95605102
ARSL	X:2934520-2968475
ART1	11:3645127-3664416
ART3	4:76011183-76112802
ART4	12:14825568-14843526
ART5	11:3638511-3642316
ARTN	1:43933319-43937240
ARV1	1:230978980-231000733
ARVCF	22:19969895-20016823
ARX	X:25003693-25016420
AS3MT	10:102869469-102901899
ASAH1	8:18055991-18084998
ASAH2	10:50182777-50279720
ASAH2B	10:50739317-50816495
ASAP1	8:130052103-130443674
ASAP1-IT1	8:130295354-130296533
ASAP1-IT2	8:130082737-130084768
ASAP2	2:9206764-9405683
ASAP3	1:23428562-23484568
ASB1	2:238426741-238452250
ASB10	7:151175697-151187832
ASB11	X:15281696-15315640
ASB12	X:64224193-64230607
ASB13	10:5638866-5666595
ASB14	3:57268341-57292685
ASB15	7:123567009-123639481
ASB15-AS1	7:123584858-123624957
ASB16	17:44170446-44179084
ASB16-AS1	17:44175967-44186723
ASB17	1:75918872-75932404
ASB18	2:236194871-236264409
ASB3	2:53532671-53860160
ASB4	7:95478443-95540233
ASB5	4:176213672-176277571
ASB6	9:129634603-129642169
ASB7	15:100602588-100651701
ASB8	12:48147788-48181213
ASB9	X:15235287-15270467
ASB9P1	15:92795646-92796439
ASCC1	10:72096031-72217134
ASCC2	22:29788608-29838304
ASCC3	6:100508193-100881372
ASCL1	12:102957673-102960513
ASCL2	11:2268494-2270952
ASCL3	11:8937578-8938211
ASCL4	12:107774384-107776644
ASCL5	1:201113952-201127184
ASDURF	2:189661451-189666437
ASF1A	6:118894151-118909171
ASF1B	19:14119511-14136613
ASGR1	17:7173430-7179564
ASGR2	17:7101321-7115700
ASH1L	1:155335267-155562807
ASH1L-AS1	1:155562041-155563944
ASH2L	8:38105492-38144076
ASIC1	12:50057547-50083611
ASIC2	17:33013086-34174964
ASIC3	7:151048291-151052756
ASIC4	2:219514169-219538772
ASIP	20:34194568-34269344
ASL	7:66075799-66094697
ASMT	X:1615058-1643081
ASMTL	X:1403138-1453762
ASMTL-AS1	X:1401768-1414028
ASNS	7:97851676-97872542
ASNSD1	2:189661384-189670831
ASNSP1	8:46579212-46638886
ASPA	17:3472373-3503405
ASPDH	19:50511599-50514690
ASPG	14:104085685-104115582
ASPH	8:61500555-61714640
ASPHD1	16:29900374-29919864
ASPHD2	22:26429259-26445015
ASPM	1:197084126-197146694
ASPN	9:92456204-92482506
ASPRV1	2:69960088-69962265
ASPSCR1	17:81976806-82017406
AS-PTPRE	10:128057731-128062425
ASRGL1	11:62337447-62393412
ASS1	9:130444960-130501274
ASTE1	3:131013874-131027649
ASTL	2:96123849-96138436
ASTN1	1:176857301-177164973
ASTN2	9:116425224-117415070
ASTN2-AS1	9:116504282-116562293
ASXL1	20:32358329-32439319
ASXL2	2:25733752-25878487
ASXL3	18:33578218-33751195
ASZ1	7:117363221-117428123
ATAD1	10:87751511-87841343
ATAD2	8:123319849-123416350
ATAD2B	2:23748663-23927123
ATAD3A	1:1512161-1534685
ATAD3B	1:1471764-1497848
ATAD3C	1:1449688-1470163
ATAD5	17:30831965-30895869
ATAT1	6:30626841-30646823
ATCAY	19:3879863-3928082
ATE1	10:121740420-121928801
ATE1-AS1	10:121928311-121951965
ATF1	12:50763709-50821162
ATF2	2:175072249-175168382
ATF3	1:212565333-212620777
ATF4	22:39519694-39522685
ATF5	19:49928701-49933935
ATF6	1:161766319-161964070
ATF6B	6:32115263-32128253
ATF7	12:53507855-53626410
ATF7IP	12:14365631-14502935
ATF7IP2	16:10326433-10483638
ATF7-NPFF	12:53506687-53625979
ATG10	5:81972022-82276857
ATG101	12:52069245-52077494
ATG12	5:115828199-115841837
ATG13	11:46617526-46674818
ATG14	14:55366390-55411830
ATG16L2	11:72814405-72843674
ATG2A	11:64894545-64917211
ATG2B	14:96279194-96363341
ATG3	3:112532509-112562046
ATG4A	X:108091667-108154671
ATG4B	2:241637212-241673857
ATG4C	1:62784131-62865516
ATG4D	19:10543894-10553418
ATG5	6:106045422-106325791
ATG7	3:11272308-11557665
ATG9A	2:219219379-219229717
ATG9B	7:151012208-151024499
ATIC	2:215311955-215349773
ATL1	14:50532508-50634017
ATL2	2:38293953-38377285
ATL3	11:63624086-63671921
ATM	11:108222483-108369102
ATMIN	16:81035841-81047350
ATN1	12:6924462-6942321
ATOH1	4:93828752-93830964
ATOH7	10:68230594-68232113
ATOH8	2:85751343-85791383
ATOX1	5:151742315-151772532
ATP10A	15:25677270-25865184
ATP10B	5:160563119-160852214
ATP10D	4:47485274-47593486
ATP11A	13:112690328-112887168
ATP11A-AS1	13:112745448-112754693
ATP11AUN	13:112647043-112684497
ATP11B	3:182793502-182921629
ATP11C	X:139726345-139945276
ATP12A	13:24680410-24712493
ATP13A1	19:19645197-19663676
ATP13A2	1:16985957-17011928
ATP13A3	3:194402671-194498364
ATP13A4	3:193398966-193593111
ATP13A4-AS1	3:193553212-193555088
ATP13A5	3:193274788-193378820
ATP13A5-AS1	3:193307243-193314362
ATP1A1	1:116372667-116410261
ATP1A1-AS1	1:116390574-116418635
ATP1A2	1:160115758-160143591
ATP1A3	19:41966581-41997497
ATP1A4	1:160151585-160186980
ATP1B1	1:169105696-169132722
ATP1B2	17:7646626-7657770
ATP1B3	3:141876123-141926549
ATP1B4	X:120362084-120383249
ATP2A1	16:28878404-28904466
ATP2A1-AS1	16:28878956-28879920
ATP2A2	12:110280755-110351093
ATP2A3	17:3923869-3964464
ATP2B1	12:89588048-89709300
ATP2B1-AS1	12:89708958-89712590
ATP2B2	3:10324022-10708007
ATP2B2-IT2	3:10626014-10629307
ATP2B3	X:153517675-153582939
ATP2B4	1:203626560-203744081
ATP2C1	3:130850594-131016712
ATP2C2	16:84368526-84464187
ATP2C2-AS1	16:84459258-84467361
ATP4A	19:35550030-35563658
ATP4B	13:113648803-113658198
ATP5F1A	18:46080247-46104334
ATP5F1B	12:56638174-56645984
ATP5F1C	10:7788146-7807815
ATP5F1D	19:1241745-1244825
ATP5F1E	20:59025474-59032345
ATP5MC1	17:48892764-48895871
ATP5MC2	12:53632725-53677408
ATP5MC3	2:175176257-175184607
ATP5MD	10:103389040-103396492
ATP5ME	4:672435-674330
ATP5MF	7:99448474-99466186
ATP5MF-PTCD1	7:99419748-99466197
ATP5MG	11:118401605-118431496
ATP5MGL	22:42639802-42640601
ATP5MPL	14:103912287-103928269
ATP5PB	1:111448863-111462773
ATP5PD	17:75038862-75046985
ATP5PF	21:25716502-25735673
ATP5PO	21:33903452-33915814
ATP6AP1	X:154428644-154436516
ATP6AP1L	5:82279461-82386977
ATP6AP2	X:40579371-40606848
ATP6V0A1	17:42458843-42522611
ATP6V0A2	12:123712352-123761755
ATP6V0A4	7:138706293-138799560
ATP6V0B	1:43974486-43978295
ATP6V0C	16:2513951-2520218
ATP6V0CP3	6:42727233-42727700
ATP6V0D1	16:67438013-67481181
ATP6V0D2	8:85987322-86154225
ATP6V0E1	5:172983770-173035445
ATP6V0E2	7:149872967-149891204
ATP6V0E2-AS1	7:149867696-149880610
ATP6V1A	3:113747032-113812056
ATP6V1B1	2:70935899-70965431
ATP6V1B1-AS1	2:70941816-70948610
ATP6V1B2	8:20197380-20226819
ATP6V1C1	8:103021062-103073051
ATP6V1C2	2:10721099-10785110
ATP6V1D	14:67294370-67360265
ATP6V1E1	22:17592135-17628749
ATP6V1E2	2:46490749-46542577
ATP6V1F	7:128862855-128865847
ATP6V1FNB	7:128866329-128872047
ATP6V1G1	9:114587768-114598879
ATP6V1G2-DDX39B	6:31530218-31546608
ATP6V1G3	1:198523221-198540945
ATP6V1H	8:53715542-53843558
ATP7A	X:77910655-78050395
ATP7B	13:51930435-52012125
ATP8A1	4:42408372-42657105
ATP8A2	13:25371973-26025851
ATP8B1	18:57646425-57803315
ATP8B2	1:154325552-154351304
ATP8B3	19:1782074-1812276
ATP8B4	15:49858237-50182817
ATP8B5P	9:35406754-35483035
ATP9A	20:51596513-51768390
ATP9B	18:79069284-79378287
ATPAF1	1:46632736-46673867
ATPAF2	17:17977408-18039209
ATPSCKMT	5:10225506-10249897
ATR	3:142449006-142578733
ATRAID	2:27212026-27217178
ATRIP	3:48446709-48467645
ATRIP-TREX1	3:48446778-48467645
ATRN	20:3471017-3651118
ATRNL1	10:115093364-115948999
ATRX	X:77504877-77786233
ATXN1	6:16299111-16761491
ATXN10	22:45671797-45845307
ATXN1-AS1	6:16761137-16762652
ATXN1L	16:71845975-71885268
ATXN2	12:111443484-111599676
ATXN2-AS	12:111599497-111600256
ATXN2L	16:28823034-28837237
ATXN3	14:92044495-92106621
ATXN3L	X:13318235-13320399
ATXN7	3:63863866-64003462
ATXN7L1	7:105605066-105876604
ATXN7L2	1:109483478-109492804
ATXN7L3	17:44191804-44200113
ATXN7L3B	12:74537834-74545430
ATXN8OS	13:70107212-70149092
AUH	9:91213814-91361918
AUNIP	1:25831912-25859458
AUP1	2:74526644-74529760
AURKA	20:56369388-56392337
AURKAIP1	1:1373729-1375495
AURKAP1	1:220266705-220267917
AURKB	17:8204732-8210600
AURKC	19:57230801-57235548
AUTS2	7:69598295-70793506
AVEN	15:33866226-34039204
AVIL	12:57797375-57818704
AVL9	7:32495425-32588726
AVP	20:3082555-3084724
AVPI1	10:97677423-97687241
AVPR1A	12:63142758-63151201
AVPR1B	1:206106935-206117699
AVPR2	X:153902530-153907166
AWAT1	X:70234654-70240659
AWAT2	X:70040541-70049938
AXDND1	1:179365719-179554735
AXIN1	16:287439-352723
AXIN2	17:65528562-65561648
AXL	19:41219222-41261766
AZGP1	7:99966719-99976042
AZGP1P1	7:99980761-99987535
AZI2	3:28315002-28349050
AZIN1	8:102826307-102893864
AZIN2	1:33081103-33123492
AZU1	19:825096-832018
B2M	15:44711486-44718877
B3GALNT1	3:161083882-161105411
B3GALNT2	1:235447189-235504452
B3GALT1	2:167868947-167874041
B3GALT1-AS1	2:167814756-167941180
B3GALT2	1:193178729-193186613
B3GALT4	6:33277122-33284832
B3GALT5	21:39556441-39673137
B3GALT5-AS1	21:39597146-39612910
B3GALT6	1:1232236-1235041
B3GAT1	11:134378503-134412242
B3GAT1-DT	11:134412284-134505665
B3GAT2	6:70856678-70957060
B3GAT3	11:62615295-62622154
B3GLCT	13:31199974-31332276
B3GNT10	9:120792402-120799918
B3GNT2	2:62196114-62224731
B3GNT3	19:17794827-17813576
B3GNT4	12:122203680-122208952
B3GNT5	3:183253252-183298504
B3GNT6	11:77034397-77041973
B3GNT7	2:231395709-231401164
B3GNT8	19:41425358-41428730
B3GNT9	16:67148103-67150998
B4GALNT1	12:57623408-57633239
B4GALNT2	17:49132459-49176840
B4GALNT3	12:459938-563509
B4GALNT4	11:369498-382117
B4GALT1	9:33104081-33167356
B4GALT1-AS1	9:33166947-33182865
B4GALT2	1:43978942-43991170
B4GALT3	1:161171309-161177968
B4GALT4	3:119211731-119240946
B4GALT4-AS1	3:119226485-119290666
B4GALT5	20:49632944-49713878
B4GALT6	18:31622246-31685836
B4GALT7	5:177600131-177610330
B4GAT1	11:66345373-66347629
B9D1	17:19334307-19378193
B9D2	19:41354416-41364165
BAALC	8:103140712-103230305
BAALC-AS1	8:103153393-103298772
BAALC-AS2	8:103132962-103141475
BABAM1	19:17267375-17281249
BABAM2	2:27889940-28338901
BABAM2-AS1	2:27889455-27891114
BACE1	11:117285206-117316259
BACE1-AS	11:117288452-117293571
BACE2	21:41167800-41282530
BACH1	21:29194070-29630751
BACH1-IT2	21:29370496-29373709
BACH1-IT3	21:29496046-29500386
BAD	11:64269829-64284704
BAG1	9:33247819-33264720
BAG2	6:57172325-57189833
BAG3	10:119651379-119677819
BAG4	8:38176532-38213301
BAG5	14:103556543-103562831
BAGE2	21:10413476-10516431
BAGE4	21:10413531-10491615
BAHCC1	17:81395474-81466332
BAHD1	15:40439720-40468236
BAIAP2	17:81035121-81117432
BAIAP2-DT	17:81029129-81034881
BAIAP2L1	7:98291649-98401090
BAIAP2L2	22:38084899-38110684
BAIAP3	16:1333637-1349441
BAK1	6:33572546-33580293
BAMBI	10:28677509-28682932
BANCR	9:69296681-69311111
BANF1	11:66002227-66004149
BANF2	20:17693671-17735871
BANK1	4:101411285-102074812
BANP	16:87949243-88077318
BAP1	3:52401007-52410008
BARD1	2:214725645-214809683
BARHL1	9:132582605-132590252
