COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PCIF1	24.346257655706907	0.002004518820371215	0.0752453	0.111213	0.0373969	0.0165122701521768	37.0	13.0	106.0	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NBPF4	16.886280235393816	0.002033795447022444	0.575019	NA	0.000374549	NA	5.0	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	119.58226010656162	4.0435966142850694e-22	5.77337e-05	1.24227e-05	2.1521e-10	6.99091972089505e-08	27.0	10.0	68.0	19.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	39.36402980983215	6.072665462020286e-07	0.191113	NA	0.010716	1.3832051563023e-06	7.0	NA	34.0	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LRRK2	42.78356818266057	9.648254318473477e-07	0.408726	2.23407e-07	0.485027	0.0115710096063825	108.0	49.0	303.0	118.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	31.81815814800099	1.768076140803119e-05	0.00012297	NA	0.0108887	0.0920448597787588	9.0	NA	18.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADH5	35.37188210832957	2.287360061047523e-05	3.12746e-07	0.51154	0.767666	0.169765612178923	20.0	7.0	52.0	30.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TREML1	33.809226838139466	4.399045706962749e-05	0.503989	0.631015	9.70351e-06	0.0147580872937318	3.0	3.0	22.0	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CD69	28.289632317780793	8.286511850334394e-05	3.15376e-05	NA	0.816614	0.0279343733227742	4.0	NA	9.0	3.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MSR1	32.27191283969143	8.325345874449462e-05	0.000741166	0.08843	0.128956	0.0116221506234608	20.0	12.0	48.0	24.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM229A	31.937106625458043	9.558859656811279e-05	0.182309	0.175385	8.89638e-05	0.0408255017751211	12.0	9.0	30.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DPF2	31.59643309030328	0.00010998516663413735	0.190515	0.528104	0.000112313	0.012185492048181	11.0	5.0	30.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ANKRD23	31.521230874628728	0.00011343998601217132	0.660786	0.0351827	0.0853398	7.20626228896126e-05	19.0	11.0	48.0	29.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PSIP1	31.055110684111973	0.00013736526766602609	0.445359	0.00365964	0.000818361	0.135324014866093	28.0	8.0	78.0	27.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
C16orf89	30.808324152185463	0.00015197696798442846	0.0149844	0.0213581	0.0619683	0.010296410682902	16.0	6.0	39.0	34.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	26.815322559735513	0.00015680894152089565	0.504275	NA	2.7454e-05	0.108605951176342	10.0	NA	27.0	12.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A14	26.713378229590987	0.00016384914401019584	1.19336e-05	NA	0.156358	0.847953500886033	7.0	NA	31.0	11.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFI	30.470731368202	0.00017446782406618886	0.00093113	0.0823215	0.85085	0.003706706126469	27.0	9.0	56.0	39.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SPATA25	30.318897634771904	0.00018562132596067058	0.011583	0.00257564	0.291974	0.0299422638331069	9.0	3.0	23.0	16.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPL36A	17.16554450745811	0.00018730499999999994	NA	NA	0.000187305	NA	NA	NA	6.0	NA	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EEA1	30.13702058299752	0.00019990728486367424	1.04945e-05	0.586861	0.256843	0.18057781541685	47.0	25.0	134.0	60.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TTC12	29.896648448053526	0.00022045665910677258	0.00366532	0.791381	0.227648	0.0004878248512421	30.0	16.0	85.0	30.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RBM20	29.719335712193953	0.0002369319251104036	0.143107	0.263678	3.62809e-05	0.257107900443961	62.0	30.0	160.0	70.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XPNPEP1	29.566690033016066	0.00025207965201115367	0.655436	0.857696	0.00423677	0.0001595057233301	29.0	6.0	80.0	45.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
COA8	25.590666593774323	0.0002653186643706634	7.97503e-05	0.113558	0.306272	NA	15.0	5.0	24.0	NA	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SUSD1	29.329671170833265	0.00027750421590953095	0.00284915	0.641268	0.00117939	0.198486284972419	25.0	16.0	68.0	47.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	111.90344967067476	1.5461450997147978e-20	8.61206e-05	2.17967e-05	9.0515e-10	2.95295141531058e-07	27.0	10.0	68.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFI	33.23605565238774	5.583897939551863e-05	0.000613243	0.0498457	0.746214	0.0026592460532503	27.0	9.0	56.0	39.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FLNC	30.978718023253343	0.00014173400211569973	0.702664	0.175174	2.98225e-05	0.0510852420149418	171.0	76.0	407.0	214.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADH5	30.222536453287237	0.00019306046670009412	8.33113e-07	0.607961	0.656462	0.823133678248605	20.0	7.0	52.0	30.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EEA1	29.784251079770854	0.0002307644447072653	9.65157e-06	0.470063	0.54494	0.137825422985216	47.0	25.0	134.0	60.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MON1B	29.727904007921637	0.00023610868509341986	0.146574	0.00709782	0.00249092	0.135246478009433	28.0	16.0	95.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	25.692660243620853	0.00025398521714958794	0.393545	NA	0.121366	5.51846481277504e-05	7.0	NA	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	25.08108729886762	0.0003298493064419113	0.607015	NA	7.09598e-05	0.0830805354961692	10.0	NA	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SUSD1	28.787204468102605	0.0003455463639162856	0.00171254	0.98428	0.000940775	0.353747046296725	25.0	16.0	68.0	47.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
C16orf89	28.592368041473804	0.00037378071665419187	0.0137042	0.0131371	0.145528	0.0236018699365199	16.0	6.0	39.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
COL8A1	27.302588432533206	0.0006267505762069367	0.712212	0.0612824	5.795e-05	0.465929017611211	29.0	14.0	76.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ANKRD23	27.293129022377332	0.0006291182621872292	0.76653	0.050694	0.349561	8.71693174891259e-05	19.0	11.0	48.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DNAJC9-AS1	23.47162847371724	0.0006529701992843503	0.966837	0.00567032	0.00145962	NA	16.0	9.0	37.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ASMT	22.368620920079746	0.0010380139083858257	0.00386493	NA	0.194707	0.0184583333722645	22.0	NA	52.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NBPF4	18.372426946802165	0.0010434963934811419	0.274328	NA	0.000373429	NA	6.0	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TMEM151A	25.906875288993156	0.0010895356192680756	0.161821	0.000172228	0.396505	0.214292120361903	26.0	11.0	71.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FIBCD1	25.63652546084444	0.0012117209506725803	0.000967274	0.119821	0.586375	0.0398879143485778	46.0	26.0	117.0	59.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
OR5C1	25.62644306890012	0.001216527216451478	0.0020772	0.572939	0.00699409	0.327318593278219	20.0	11.0	45.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PXYLP1	25.613833692165272	0.001222564267489271	0.0416684	0.000369586	0.691222	0.257564969008746	24.0	11.0	66.0	30.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MSR1	25.556453028067786	0.0012504077187833302	0.00294351	0.0896849	0.0886928	0.120507347428487	20.0	12.0	48.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF9	25.499747076981794	0.0012785309124280914	1.59885e-05	0.347665	0.771672	0.67670415334947	47.0	20.0	105.0	59.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DCAF15	25.101965604020386	0.0014938938108033399	0.00138744	0.134899	0.589705	0.0320863026167949	28.0	7.0	78.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ANKS1B	25.087168206581346	0.0015025522140486227	0.0102588	0.00405146	0.141174	0.608033911977681	72.0	16.0	215.0	65.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SPEGNB	17.29065883938339	0.0016970639327350066	0.111168	NA	0.00158271	NA	4.0	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
